ultimaActualizacion,id_caso,casoId,sugerencia_id,Dominio,usuario,estado_caso,suggestion_reason,Auditor,Borrado,EstadoFinal_esCorrecto,Motivo_de_Rechazo_esCorrecto,Accion_Correcta,Codigo_de_tipificacion,Casuisticas,Comentario,Casuisticas agrupadas,Aplica_BTC,Tipo_de_BTC
2026-01-12,MLBS375673157,MLBS375673157,534396992,CAT_AND_DOG_BEDS,ext_hernflor,Aprobado,MADE_IN_ENHANCEMENT,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLBS375682677,MLBS375682677,534418272,ELECTRIC_LOCKS,ext_fagaglia,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLBS375682677,MLBS375682677,534418280,ELECTRIC_LOCKS,ext_fagaglia,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLBS375682677,MLBS375682677,534418274,ELECTRIC_LOCKS,ext_fagaglia,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLBS375682677,MLBS375682677,534418268,ELECTRIC_LOCKS,ext_fagaglia,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLBS375753484,MLBS375753484,533954398,ANTI_SNORE_CHIN_STRAPS,ext_francof,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2026-01-12,MLBS375753484,MLBS375753484,533954401,ANTI_SNORE_CHIN_STRAPS,ext_francof,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2026-01-12,MLBS375753484,MLBS375753484,533954405,ANTI_SNORE_CHIN_STRAPS,ext_francof,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2026-01-12,MLBS375753484,MLBS375753484,533954407,ANTI_SNORE_CHIN_STRAPS,ext_francof,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2026-01-12,MLBS375753484,MLBS375753484,533954406,ANTI_SNORE_CHIN_STRAPS,ext_francof,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2026-01-12,MLBS375753484,MLBS375753484,533954397,ANTI_SNORE_CHIN_STRAPS,ext_francof,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2026-01-12,MLBS375753484,MLBS375753484,533954402,ANTI_SNORE_CHIN_STRAPS,ext_francof,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2026-01-12,MLBS375753484,MLBS375753484,533954408,ANTI_SNORE_CHIN_STRAPS,ext_francof,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2026-01-12,MLBS375753484,MLBS375753484,533954409,ANTI_SNORE_CHIN_STRAPS,ext_francof,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2026-01-12,MLBS375754954,MLBS375754954,533957925,DRAIN_GRATES,ext_hernflor,Rechazado,E-ICN,ext_vitofalo,,NOT OK,NOT OK,APROBADO,,,"Se podría aprobar ya que cuando pide agregar/eliminar las mismas imágenes, podemos aprobar los cambios",Aprobacion por coherencia o correcto,,
2026-01-12,MLBS375754954,MLBS375754954,533957930,DRAIN_GRATES,ext_hernflor,Aprobado,ASP,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLBS375754954,MLBS375754954,533957929,DRAIN_GRATES,ext_hernflor,Aprobado,ASP,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLBS375754954,MLBS375754954,533957935,DRAIN_GRATES,ext_hernflor,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLBS375754954,MLBS375754954,533957931,DRAIN_GRATES,ext_hernflor,Rechazado,E-IPDP,ext_vitofalo,,NOT OK,NOT OK,APROBADO,,,"Se podría aprobar ya que cuando pide agregar/eliminar las mismas imágenes, podemos aprobar los cambios",Aprobacion por coherencia o correcto,,
2026-01-12,MLBS375754954,MLBS375754954,533957934,DRAIN_GRATES,ext_hernflor,Aprobado,ASP,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLBS375754954,MLBS375754954,533957928,DRAIN_GRATES,ext_hernflor,Aprobado,ASP,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLBS375754954,MLBS375754954,533957932,DRAIN_GRATES,ext_hernflor,Aprobado,ASP,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLBS375754954,MLBS375754954,533957933,DRAIN_GRATES,ext_hernflor,Rechazado,E-IPDP,ext_vitofalo,,NOT OK,NOT OK,APROBADO,,,"Se podría aprobar ya que cuando pide agregar/eliminar las mismas imágenes, podemos aprobar los cambios",Aprobacion por coherencia o correcto,,
2026-01-12,MLBS375754954,MLBS375754954,533957926,DRAIN_GRATES,ext_hernflor,Rechazado,E-ICN,ext_vitofalo,,NOT OK,NOT OK,APROBADO,,,"Se podría aprobar ya que cuando pide agregar/eliminar las mismas imágenes, podemos aprobar los cambios",Aprobacion por coherencia o correcto,,
2026-01-12,MLBS375754954,MLBS375754954,533957927,DRAIN_GRATES,ext_hernflor,Aprobado,ASP,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLBS375757316,MLBS375757316,533963395,FLOOR_CEILING_AND_WALL_LIGHTS,ext_ensole,Aprobado,TOP_PERFORMERS,ext_maminczu,,OK,OK,,,,,,,
2026-01-12,MLBS375757316,MLBS375757316,533963394,FLOOR_CEILING_AND_WALL_LIGHTS,ext_ensole,Aprobado,TOP_PERFORMERS,ext_maminczu,,OK,OK,,,,,,,
2026-01-12,MLBS375757316,MLBS375757316,533963393,FLOOR_CEILING_AND_WALL_LIGHTS,ext_ensole,Aprobado,TOP_PERFORMERS,ext_maminczu,,OK,OK,,,,,,,
2026-01-12,MLBS375757316,MLBS375757316,533963390,FLOOR_CEILING_AND_WALL_LIGHTS,ext_ensole,Rechazado,E-REL,ext_maminczu,,OK,OK,,,,,,,
2026-01-12,MLBS375757316,MLBS375757316,533963392,FLOOR_CEILING_AND_WALL_LIGHTS,ext_ensole,Aprobado,APPROVED,ext_maminczu,,OK,OK,,,,,,,
2026-01-12,MLBS375757316,MLBS375757316,533963391,FLOOR_CEILING_AND_WALL_LIGHTS,ext_ensole,Aprobado,APPROVED,ext_maminczu,,OK,OK,,,,,,,
2026-01-12,MLBS375757316,MLBS375757316,533963389,FLOOR_CEILING_AND_WALL_LIGHTS,ext_ensole,Aprobado,TOP_PERFORMERS,ext_maminczu,,OK,OK,,,,,,,
2026-01-12,MLBS375828640,MLBS375828640,534382092,CLEANING_SPONGES,ext_ensole,Aprobado,MADE_IN_ENHANCEMENT,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLBS375828640,MLBS375828640,534382094,CLEANING_SPONGES,ext_ensole,Aprobado,MADE_IN_ENHANCEMENT,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLBS375828640,MLBS375828640,534382098,CLEANING_SPONGES,ext_ensole,Aprobado,ASP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLBS375828640,MLBS375828640,534382087,CLEANING_SPONGES,ext_ensole,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLBS375828640,MLBS375828640,534382100,CLEANING_SPONGES,ext_ensole,Aprobado,ASP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLBS375841922,MLBS375841922,534412608,NAIL_AND_CUTICLE_CUTTERS,ext_hernflor,Rechazado,E-REL,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLBS375841922,MLBS375841922,534412610,NAIL_AND_CUTICLE_CUTTERS,ext_hernflor,Rechazado,E-ORT,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLBS375841922,MLBS375841922,534412609,NAIL_AND_CUTICLE_CUTTERS,ext_hernflor,Rechazado,E-REL,ext_vitofalo,,OK,NOT OK,E-DC,,,"es mas bien un dato del seller, se deberia rechazar con L2",Rechazos con código incorrecto (lineamiento 2 y 3),,
2026-01-12,MLCS374910554,MLCS374910554,531807745,BOOKS,ext_tovulcan,Aprobado,APPROVED,ext_cecignol,,OK,OK,,,,,,,
2026-01-12,MLCS374910554,MLCS374910554,531807747,BOOKS,ext_tovulcan,Aprobado,APPROVED,ext_cecignol,,OK,OK,,,,,,,
2026-01-12,MLCS374910554,MLCS374910554,531807750,BOOKS,ext_tovulcan,Aprobado,APPROVED,ext_cecignol,,OK,OK,,,,,,,
2026-01-12,MLCS374910554,MLCS374910554,531807746,BOOKS,ext_tovulcan,Aprobado,APPROVED,ext_cecignol,,OK,OK,,,,,,,
2026-01-12,MLCS374910554,MLCS374910554,531807748,BOOKS,ext_tovulcan,Aprobado,KNOWN_VALUES,ext_cecignol,,OK,OK,,,,,,,
2026-01-12,MLCS374910554,MLCS374910554,531807752,BOOKS,ext_tovulcan,Aprobado,APPROVED,ext_cecignol,,OK,OK,,,,,,,
2026-01-12,MLCS374910554,MLCS374910554,531807753,BOOKS,ext_tovulcan,Aprobado,APPROVED,ext_cecignol,,OK,OK,,,,,,,
2026-01-12,MLCS374910554,MLCS374910554,531807751,BOOKS,ext_tovulcan,Aprobado,APPROVED,ext_cecignol,,OK,OK,,,,,,,
2026-01-12,MLCS374910554,MLCS374910554,531807749,BOOKS,ext_tovulcan,Aprobado,APPROVED,ext_cecignol,,OK,OK,,,,,,,
2026-01-12,MLCS375180652,MLCS375180652,532525490,SPORT_AND_MEDICAL_BANDAGES,ext_jocambar,Rechazado,E-NCP,ext_joatenci,,NOT OK,NOT OK,APROBADO,,,"Los cambios aplican al producto, el seller intentaba corregir el orden de los pks e info relevante",Aprobacion por coherencia o correcto,,
2026-01-12,MLCS375180652,MLCS375180652,532525503,SPORT_AND_MEDICAL_BANDAGES,ext_jocambar,Rechazado,E-NCP,ext_joatenci,,NOT OK,NOT OK,APROBADO,,,"Los cambios aplican al producto, el seller intentaba corregir el orden de los pks e info relevante",Aprobacion por coherencia o correcto,,
2026-01-12,MLCS375180652,MLCS375180652,532525494,SPORT_AND_MEDICAL_BANDAGES,ext_jocambar,Rechazado,E-NCP,ext_joatenci,,OK,NOT OK,E-REL,,,El valor se debía mantener ,Aprobacion por coherencia o correcto,,
2026-01-12,MLCS375180652,MLCS375180652,532525489,SPORT_AND_MEDICAL_BANDAGES,ext_jocambar,Rechazado,E-NCP,ext_joatenci,,NOT OK,NOT OK,APROBADO,,,"Los cambios aplican al producto, el seller intentaba corregir el orden de los pks e info relevante",Aprobacion por coherencia o correcto,,
2026-01-12,MLCS375180652,MLCS375180652,532525491,SPORT_AND_MEDICAL_BANDAGES,ext_jocambar,Rechazado,E-NCP,ext_joatenci,,NOT OK,NOT OK,APROBADO,,,"Los cambios aplican al producto, el seller intentaba corregir el orden de los pks e info relevante",Aprobacion por coherencia o correcto,,
2026-01-12,MLCS375180652,MLCS375180652,532525511,SPORT_AND_MEDICAL_BANDAGES,ext_jocambar,Rechazado,E-NCP,ext_joatenci,,NOT OK,NOT OK,APROBADO,,,"Los cambios aplican al producto, el seller intentaba corregir el orden de los pks e info relevante",Aprobacion por coherencia o correcto,,
2026-01-12,MLCS375180652,MLCS375180652,532525492,SPORT_AND_MEDICAL_BANDAGES,ext_jocambar,Rechazado,E-NCP,ext_joatenci,,OK,NOT OK,E-REL,,,El valor se debía mantener ,Aprobacion por coherencia o correcto,,
2026-01-12,MLCS375180652,MLCS375180652,532525493,SPORT_AND_MEDICAL_BANDAGES,ext_jocambar,Rechazado,E-NCP,ext_joatenci,,OK,NOT OK,E-REL,,,El valor se debía mantener ,Aprobacion por coherencia o correcto,,
2026-01-12,MLCS375180652,MLCS375180652,532525495,SPORT_AND_MEDICAL_BANDAGES,ext_jocambar,Rechazado,E-NCP,ext_joatenci,,NOT OK,NOT OK,APROBADO,,,"Los cambios aplican al producto, el seller intentaba corregir el orden de los pks e info relevante",Aprobacion por coherencia o correcto,,
2026-01-12,MLCS375511644,MLCS375511644,533455911,TOOTHPASTES,ext_joavgust,Rechazado,E-DUPA,ext_joatenci,,OK,OK,,,,,,,
2026-01-12,MLCS375511644,MLCS375511644,533455912,TOOTHPASTES,ext_joavgust,Rechazado,E-DUPA,ext_joatenci,,OK,OK,,,,,,,
2026-01-12,MLCS375511644,MLCS375511644,533455919,TOOTHPASTES,ext_joavgust,Rechazado,E-DUPA,ext_joatenci,,OK,OK,,,,,,,
2026-01-12,MLCS375511644,MLCS375511644,533455917,TOOTHPASTES,ext_joavgust,Rechazado,E-DUPA,ext_joatenci,,OK,OK,,,,,,,
2026-01-12,MLCS375511644,MLCS375511644,533455921,TOOTHPASTES,ext_joavgust,Rechazado,E-DUPA,ext_joatenci,,OK,OK,,,,,,,
2026-01-12,MLCS375511644,MLCS375511644,533455916,TOOTHPASTES,ext_joavgust,Rechazado,E-DUPA,ext_joatenci,,OK,OK,,,,,,,
2026-01-12,MLCS375511644,MLCS375511644,533455915,TOOTHPASTES,ext_joavgust,Rechazado,E-DUPA,ext_joatenci,,OK,OK,,,,,,,
2026-01-12,MLCS375511644,MLCS375511644,533455920,TOOTHPASTES,ext_joavgust,Rechazado,E-DUPA,ext_joatenci,,OK,OK,,,,,,,
2026-01-12,MLCS375511644,MLCS375511644,533455910,TOOTHPASTES,ext_joavgust,Rechazado,E-DUPA,ext_joatenci,,OK,OK,,,,,,,
2026-01-12,MLCS375511644,MLCS375511644,533455909,TOOTHPASTES,ext_joavgust,Rechazado,E-DUPA,ext_joatenci,,OK,OK,,,,,,,
2026-01-12,MLCS375511644,MLCS375511644,533455918,TOOTHPASTES,ext_joavgust,Rechazado,E-DUPA,ext_joatenci,,OK,OK,,,,,,,
2026-01-12,MLCS375511644,MLCS375511644,533455908,TOOTHPASTES,ext_joavgust,Rechazado,E-DUPA,ext_joatenci,,OK,OK,,,,,,,
2026-01-12,MLCS375511644,MLCS375511644,533455914,TOOTHPASTES,ext_joavgust,Rechazado,E-DUPA,ext_joatenci,,OK,OK,,,,,,,
2026-01-12,MLCS375511644,MLCS375511644,533455913,TOOTHPASTES,ext_joavgust,Rechazado,E-DUPA,ext_joatenci,,OK,OK,,,,,,,
2026-01-12,MLCS375570490,MLCS375570490,533582852,BOOKS,ext_facacuna,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLCS375570490,MLCS375570490,533582856,BOOKS,ext_facacuna,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLCS375570490,MLCS375570490,533582853,BOOKS,ext_facacuna,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLCS375570490,MLCS375570490,533582854,BOOKS,ext_facacuna,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS373250761,MLMS373250761,530060375,VEHICLE_SEAT_COVERS,ext_toarruss,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS373250761,MLMS373250761,530060361,VEHICLE_SEAT_COVERS,ext_toarruss,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS373250761,MLMS373250761,530060359,VEHICLE_SEAT_COVERS,ext_toarruss,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS373250761,MLMS373250761,530060360,VEHICLE_SEAT_COVERS,ext_toarruss,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS373250761,MLMS373250761,530060364,VEHICLE_SEAT_COVERS,ext_toarruss,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS373250761,MLMS373250761,530060370,VEHICLE_SEAT_COVERS,ext_toarruss,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS373250761,MLMS373250761,530060373,VEHICLE_SEAT_COVERS,ext_toarruss,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS373250761,MLMS373250761,530060367,VEHICLE_SEAT_COVERS,ext_toarruss,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS373250761,MLMS373250761,530060366,VEHICLE_SEAT_COVERS,ext_toarruss,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS373250761,MLMS373250761,530060363,VEHICLE_SEAT_COVERS,ext_toarruss,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS373250761,MLMS373250761,530060365,VEHICLE_SEAT_COVERS,ext_toarruss,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS373250761,MLMS373250761,530060368,VEHICLE_SEAT_COVERS,ext_toarruss,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS373250761,MLMS373250761,530060371,VEHICLE_SEAT_COVERS,ext_toarruss,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS373250761,MLMS373250761,530060376,VEHICLE_SEAT_COVERS,ext_toarruss,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS373250761,MLMS373250761,530060374,VEHICLE_SEAT_COVERS,ext_toarruss,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS373250761,MLMS373250761,530060372,VEHICLE_SEAT_COVERS,ext_toarruss,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS373250761,MLMS373250761,530060369,VEHICLE_SEAT_COVERS,ext_toarruss,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374017851,MLMS374017851,530808110,SKIN_CARE_KITS,ext_francof,Rechazado,E-IMGI,ext_vitofalo,,OK,NOT OK,E-NCP,,,Se detectan los PKs por imagen para rechazar por descarte,Detección de PKs,,
2026-01-12,MLMS374017851,MLMS374017851,530808107,SKIN_CARE_KITS,ext_francof,Rechazado,E-ICN,ext_vitofalo,,OK,NOT OK,E-NCP,,,Se detectan los PKs por imagen para rechazar por descarte,Detección de PKs,,
2026-01-12,MLMS374017851,MLMS374017851,530808113,SKIN_CARE_KITS,ext_francof,Rechazado,E-IMGI,ext_vitofalo,,OK,NOT OK,E-NCP,,,Se detectan los PKs por imagen para rechazar por descarte,Detección de PKs,,
2026-01-12,MLMS374017851,MLMS374017851,530808102,SKIN_CARE_KITS,ext_francof,Aprobado,APPROVED,ext_vitofalo,,OK,NOT OK,E-NCP,,,Se detectan los PKs por imagen para rechazar por descarte,Detección de PKs,,
2026-01-12,MLMS374017851,MLMS374017851,530808105,SKIN_CARE_KITS,ext_francof,Rechazado,E-ICN,ext_vitofalo,,OK,NOT OK,E-NCP,,,Se detectan los PKs por imagen para rechazar por descarte,Detección de PKs,,
2026-01-12,MLMS374017851,MLMS374017851,530808109,SKIN_CARE_KITS,ext_francof,Rechazado,E-ICN,ext_vitofalo,,OK,NOT OK,E-NCP,,,Se detectan los PKs por imagen para rechazar por descarte,Detección de PKs,,
2026-01-12,MLMS374017851,MLMS374017851,530808111,SKIN_CARE_KITS,ext_francof,Rechazado,E-IMGI,ext_vitofalo,,OK,NOT OK,E-NCP,,,Se detectan los PKs por imagen para rechazar por descarte,Detección de PKs,,
2026-01-12,MLMS374017851,MLMS374017851,530808112,SKIN_CARE_KITS,ext_francof,Rechazado,E-IMGI,ext_vitofalo,,OK,NOT OK,E-NCP,,,Se detectan los PKs por imagen para rechazar por descarte,Detección de PKs,,
2026-01-12,MLMS374720735,MLMS374720735,531701412,CAT_AND_DOG_DRINKERS_AND_FEEDERS,ext_namangas,Aprobado,APPROVED,ext_cecignol,,OK,OK,,,,,,,
2026-01-12,MLMS374720735,MLMS374720735,531701439,CAT_AND_DOG_DRINKERS_AND_FEEDERS,ext_namangas,Aprobado,PRODUCT_WITHOUT_OPTIN,ext_cecignol,,OK,OK,,,,,,,
2026-01-12,MLMS374720735,MLMS374720735,531701440,CAT_AND_DOG_DRINKERS_AND_FEEDERS,ext_namangas,Aprobado,PRODUCT_WITHOUT_OPTIN,ext_cecignol,,OK,OK,,,,,,,
2026-01-12,MLMS374720735,MLMS374720735,531701427,CAT_AND_DOG_DRINKERS_AND_FEEDERS,ext_namangas,Aprobado,PRODUCT_WITHOUT_OPTIN,ext_cecignol,,OK,OK,,,,,,,
2026-01-12,MLMS374762397,MLMS374762397,531840658,SOUND_CONSOLES_AND_MIXERS,ext_ramiherr,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLMS374762397,MLMS374762397,531840666,SOUND_CONSOLES_AND_MIXERS,ext_ramiherr,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLMS374762397,MLMS374762397,531840668,SOUND_CONSOLES_AND_MIXERS,ext_ramiherr,Aprobado,TOP_MARKETPLACE_ITEMS_PICTURES,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLMS374762397,MLMS374762397,531840660,SOUND_CONSOLES_AND_MIXERS,ext_ramiherr,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLMS374762397,MLMS374762397,531840663,SOUND_CONSOLES_AND_MIXERS,ext_ramiherr,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLMS374762397,MLMS374762397,531840655,SOUND_CONSOLES_AND_MIXERS,ext_ramiherr,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLMS374814591,MLMS374814591,531973580,SPEAKER_GRILLS,ext_tibareir,Aprobado,OWNER,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374814591,MLMS374814591,531973579,SPEAKER_GRILLS,ext_tibareir,Aprobado,OWNER,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374814591,MLMS374814591,531973555,SPEAKER_GRILLS,ext_tibareir,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374814591,MLMS374814591,531973581,SPEAKER_GRILLS,ext_tibareir,Aprobado,OWNER,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374814591,MLMS374814591,531973577,SPEAKER_GRILLS,ext_tibareir,Aprobado,OWNER,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374814591,MLMS374814591,531973582,SPEAKER_GRILLS,ext_tibareir,Rechazado,PRODUCT_STANDARDS,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374814591,MLMS374814591,531973552,SPEAKER_GRILLS,ext_tibareir,Aprobado,OWNER,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374814591,MLMS374814591,531973578,SPEAKER_GRILLS,ext_tibareir,Aprobado,OWNER,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719584,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719599,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719570,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719573,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719566,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719571,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719569,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719580,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719577,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719572,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719586,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719594,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719588,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719596,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719582,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719590,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719575,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374885266,MLMS374885266,531719592,MARTIAL_ARTS_AND_BOXING_GLOVES,ext_fagaglia,Rechazado,E-NCP,ext_lopmatia,,OK,OK,,,,,,,
2026-01-12,MLMS374930965,MLMS374930965,532184323,HANDBAGS,ext_agnovare,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLMS374930965,MLMS374930965,532184330,HANDBAGS,ext_agnovare,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLMS374930965,MLMS374930965,532184331,HANDBAGS,ext_agnovare,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLMS374930965,MLMS374930965,532184322,HANDBAGS,ext_agnovare,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLMS374930965,MLMS374930965,532184320,HANDBAGS,ext_agnovare,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLMS374930965,MLMS374930965,532184313,HANDBAGS,ext_agnovare,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLMS374930965,MLMS374930965,532184327,HANDBAGS,ext_agnovare,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_vitofalo,,OK,OK,,,,,,,
2026-01-12,MLMS374930965,MLMS374930965,532184319,HANDBAGS,ext_agnovare,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_vitofalo,,OK,OK,,,,,,,
