FECHA_ACCIONAMIENTO,ID_CDM,productora,COLABORADOR,ESTADO_VARIANTE,DOMINIO,PDP_ID,PDP_LINK,ITEM_ID,LINK_ITEM,VARIATION_ID,INFO_CHILD,FORZAR_PDP,RESOLUCION,COMENTARIO,Auditor,EstadoFinal_esCorrecto,Motivo_de_Rechazo_esCorrecto,Accion_Correcta,Casuisticas,Comentario
12 ene 2026,13661168,Netkel,ext_elgramug,null,MARTIAL_ARTS_AND_BOXING_FOCUS_MITTS_AND_RACKETS,MLM48248305,https://articulo.mercadolibre.com.mx/p/MLM48248305,MLM2968451714,https://articulo.mercadolibre.com.mx/MLM-2968451714,182227222003,COLOR: Rojo,null,ITEM_INDEFINIDED,Marca (imágenes/FT),ext_lopmatia,OK,OK,,,
12 ene 2026,13661301,Netkel,ext_aiolmedo,null,AUTOMOTIVE_TIRES,MLM21023368,https://articulo.mercadolibre.com.mx/p/MLM21023368,MLM2046272510,https://articulo.mercadolibre.com.mx/MLM-2046272510,null,IS_RUN_FLAT: No/ LOAD_INDEX: 75/ SERVICE_TYPE: P/ TIRES_NUMBER: 2/ UNITS_PER_PACK: 2,null,ITEM_INDEFINIDED,Falta de childs definitorios,ext_lopmatia,NOT OK,NOT OK,Crear variante,Motivo vs PDP,"Podiamos crear la variante, el unico child faltante era indice de velocidad, buscando marca modelo y tamaño se valida que es H"
12 ene 2026,13660959,Netkel,ext_elgramug,null,HAND_BLENDERS,MLB25585953,https://produto.mercadolivre.com.br/p/MLB25585953,MLB3846438826,https://produto.mercadolivre.com.br/MLB-3846438826,179212973407,COLOR: Preto/ VOLTAGE: 127V,null,OPTIN_SAME_PDP,ATT_ADD_FAMILY,ext_lopmatia,OK,OK,,,
12 ene 2026,13400399,Netkel,ext_aiolmedo,FAMILIA_YA_CREADA,AUTOMOTIVE_TIRES,MLA14861188,https://articulo.mercadolibre.com.ar/p/MLA14861188,MLA1517098343,https://articulo.mercadolibre.com.ar/MLA-1517098343,null,IS_RUN_FLAT: No/ LOAD_INDEX: 106/ SPEED_INDEX: T/ TIRES_NUMBER: 1/ UNITS_PER_PACK: 1,MLA28637966,OPTIN_OTHER_PDP,DESCRIP_UPDATE/IMG_UPDATE,ext_maminczu,OK,OK,,,
12 ene 2026,13661182,Netkel,ext_flagusti,null,CELLPHONES,MLM54106837,https://articulo.mercadolibre.com.mx/p/MLM54106837,MLM4588544328,https://articulo.mercadolibre.com.mx/MLM-4588544328,null,COLOR: Naranja cósmico/ INTERNAL_MEMORY: 256 GB/ RAM: 12 GB,null,DESESTIMAR,,ext_maminczu,OK,OK,,,
12 ene 2026,13661737,Netkel,ext_aiolmedo,null,FLOOR_CEILING_AND_WALL_LIGHTS,MLB23426471,https://produto.mercadolivre.com.br/p/MLB23426471,MLB3175768505,https://produto.mercadolivre.com.br/MLB-3175768505,null,SALE_FORMAT: Kit/ UNITS_PER_PACK: 2,null,ITEM_INDEFINIDED,Falta de voltaje,ext_maminczu,OK,OK,,,
12 ene 2026,13661433,Netkel,ext_joastori,null,DINING_AND_KITCHEN_TABLES,MLB52058280,https://produto.mercadolivre.com.br/p/MLB52058280,MLB5936992430,https://produto.mercadolivre.com.br/MLB-5936992430,null,HEIGHT: 80 cm/ LEGS_COLOR: Metalon Preto/ MAX_LENGTH: 300 cm/ TOP_COLOR: Madeira Teca/ WIDTH: 100 cm,null,ITEM_INDEFINIDED,"El item muestra 3 medidas distintas para la mesa, no se puede definir una",ext_maminczu,OK,OK,,,
12 ene 2026,13661698,Netkel,ext_elgramug,null,TOILETRY_BAGS,MLM43905909,https://articulo.mercadolibre.com.mx/p/MLM43905909,MLM3315967988,https://articulo.mercadolibre.com.mx/MLM-3315967988,181396952136,COLOR: Rosa,null,OPTIN_SAME_PDP,ATT_ADD_FAMILY/IMG_ADD,ext_maminczu,OK,OK,,,
12 ene 2026,13661620,Netkel,ext_flagusti,null,BACKPACKS,MLC22445942,https://articulo.mercadolibre.cl/p/MLC22445942,MLC1099368283,https://articulo.mercadolibre.cl/MLC-1099368283,175526888784,COLOR: Negro,null,OPTIN_SAME_PDP,"ATT_ADD_FAMILY, IMG_UPDATE",ext_maminczu,OK,OK,,,
12 ene 2026,13661695,Netkel,ext_elgramug,FAMILIA_YA_CREADA,MEAT_GRINDERS,MLB28392566,https://produto.mercadolivre.com.br/p/MLB28392566,MLB1939809161,https://produto.mercadolivre.com.br/MLB-1939809161,null,VOLTAGE: 220V,MLB28392570,OPTIN_OTHER_PDP,ATT_ADD_FAMILY/IMG_ADD,ext_maminczu,OK,OK,,,
12 ene 2026,13660772,Netkel,ext_aiolmedo,null,FLOOR_CEILING_AND_WALL_LIGHTS,MLB51646575,https://produto.mercadolivre.com.br/p/MLB51646575,MLB3901394213,https://produto.mercadolivre.com.br/MLB-3901394213,null,LIGHT_COLOR: Branco-frio/ SALE_FORMAT: Unidade/ UNITS_PER_PACK: 1,null,PAIN_APD,Potencia,ext_maminczu,OK,OK,,,
12 ene 2026,13661255,Netkel,ext_joavgust,FAMILIA_YA_CREADA,FLATWARE_KITS,MLM32549602,https://articulo.mercadolibre.com.mx/p/MLM32549602,MLM2029611487,https://articulo.mercadolibre.com.mx/MLM-2029611487,null,COLOR: Plateado,MLM43919791,OPTIN_OTHER_PDP,ATT_ADD_FAMILY/TITTLE_UPDATE/IMG_ADD,ext_maminczu,OK,OK,,,
12 ene 2026,13661561,Netkel,ext_igjerez,null,GATE_MOTORS,MLM35519898,https://articulo.mercadolibre.com.mx/p/MLM35519898,MLM633414856,https://articulo.mercadolibre.com.mx/MLM-633414856,null,VOLTAGE: 24Vcc,null,OPTIN_SAME_PDP,IMG_UPDATE,ext_maminczu,OK,OK,,,
12 ene 2026,13660578,Netkel,ext_flagusti,null,DIECAST_VEHICLES,MLM23546818,https://articulo.mercadolibre.com.mx/p/MLM23546818,MLM836483397,https://articulo.mercadolibre.com.mx/MLM-836483397,null,COLOR: Gris/ VEHICLE_BRAND: Nissan/ VEHICLE_MODEL: Skyline GT-R,null,OPTIN_SAME_PDP,"ATT_ADD_FAMILY, ATT_ADD_CHILD",ext_maminczu,OK,OK,,,
12 ene 2026,13661108,Netkel,ext_elgramug,null,STUFFED_TOYS,MLM38320000,https://articulo.mercadolibre.com.mx/p/MLM38320000,MLM2198218839,https://articulo.mercadolibre.com.mx/MLM-2198218839,null,CHARACTER: Otro/ COLOR: Multicolor/ STUFFED_TOYS_SHAPE: Orca/ STUFFED_TOY_SIZE: Mediano,null,OPTIN_SAME_PDP,ATT_ADD_FAMILY,ext_vitofalo,OK,OK,,,
12 ene 2026,13661292,Netkel,ext_aiolmedo,FAMILIA_YA_CREADA,INFLATABLE_POOLS,MLB45683620,https://produto.mercadolivre.com.br/p/MLB45683620,MLB4304039466,https://produto.mercadolivre.com.br/MLB-4304039466,null,COLOR: Azul/ PACKAGING_TYPE: Caixa/ WATER_CAPACITY: 2490 L,MLB63464631,OPTIN_OTHER_PDP,ATT_ADD_PARENT,ext_vitofalo,OK,OK,,,
12 ene 2026,13661787,Netkel,ext_joavgust,null,OXYGEN_CONCENTRATORS,MLM27321719,https://articulo.mercadolibre.com.mx/p/MLM27321719,MLM889832612,https://articulo.mercadolibre.com.mx/MLM-889832612,null,VOLTAGE: 127V/ VOLUME_CAPACITY: 10 L,null,DESESTIMAR,No es un Kit oficial,ext_vitofalo,OK,OK,,,
12 ene 2026,13661724,Netkel,ext_flagusti,null,CHARMS,MLC29415620,https://articulo.mercadolibre.cl/p/MLC29415620,MLC1694518582,https://articulo.mercadolibre.cl/MLC-1694518582,null,COLOR: Plateado/ LENGTH: 45 cm/ MATERIAL: Plata/ SALE_FORMAT: Unidad/ UNITS_PER_PACK: 1,null,DESESTIMAR,OD,ext_vitofalo,OK,OK,,,Se levanto consulta para saber que comentario estandarizado se debe dejar con el cambio de criterio
12 ene 2026,13661292,Netkel,ext_joastori,FAMILIA_YA_CREADA,INFLATABLE_POOLS,MLB45683620,https://produto.mercadolivre.com.br/p/MLB45683620,MLB3545035667,https://produto.mercadolivre.com.br/MLB-3545035667,null,COLOR: Azul/ PACKAGING_TYPE: Caixa/ WATER_CAPACITY: 2490 L,MLB63464631,OPTIN_OTHER_PDP,ATT_ADD_PARENT,ext_vitofalo,OK,OK,,,
12 ene 2026,13661798,Netkel,ext_joavgust,null,GROUND_AND_WHOLE_BEANS_COFFEE,MLC21709094,https://articulo.mercadolibre.cl/p/MLC21709094,MLC2447024906,https://articulo.mercadolibre.cl/MLC-2447024906,null,COFFEE_FORMAT: Molido/ COFFEE_TYPE: Tostado/ PACKAGING_TYPE: Bolsa/ SALE_FORMAT: Pack/ UNITS_PER_PACK: 3/ UNIT_WEIGHT: 600 g,MLC21709094,OPTIN_SAME_PDP,IMG_UPDATE,ext_vitofalo,OK,OK,,,"Si bien el item dice marca generica, todo el resto de la PDP refiere a la misma marca"
12 ene 2026,13661041,Netkel,ext_joastori,null,BOX_SPRING_AND_MATTRESS_KITS,MLB42519011,https://produto.mercadolivre.com.br/p/MLB42519011,MLB3886127955,https://produto.mercadolivre.com.br/MLB-3886127955,null,BOX_SPRING_SIZE: Queen/ COLOR: Bege/Branco/ MAIN_BED_LENGTH: 198 cm/ MAIN_BED_WIDTH: 158 cm/ WITH_DIVIDED_BASE: Sim,MLB42519011,OPTIN_SAME_PDP,IMG_UPDATE,ext_vitofalo,OK,OK,,,
13 ene 2026,13398658,Netkel,ext_elgramug,FAMILIA_YA_CREADA,HEADPHONES,MLM51656423,https://articulo.mercadolibre.com.mx/p/MLM51656423,MLM2945865930,https://articulo.mercadolibre.com.mx/MLM-2945865930,null,COLOR: Blanco/ PAIRS_NUMBER: 15,MLM64179015,OPTIN_OTHER_PDP,Creación y calidad integral,ext_joatenci,OK,OK,,,
13 ene 2026,13971033,Netkel,ext_namangas,null,FREEZERS,MCO58207043,https://articulo.mercadolibre.com.co/p/MCO58207043,MCO3380755804,https://articulo.mercadolibre.com.co/MCO-3380755804,null,COLOR: Blanco/ VOLTAGE: 110V,null,OPTIN_SAME_PDP,ATT_UPDATE_FAMILY,ext_joatenci,OK,NOT OK,,PDP sin calidad,Había mas imagenes para sumar del item a la PDP.
13 ene 2026,13971470,Netkel,ext_agnovare,null,VACUUM_AND_STEAM_CLEANERS,MLB6339953,https://produto.mercadolivre.com.br/p/MLB6339953,MLB2970696463,https://produto.mercadolivre.com.br/MLB-2970696463,175834996728,COLOR: Amarelo/ VOLTAGE: 127V,null,ITEM_INDEFINIDED,No especifica voltaje,ext_joatenci,OK,NOT OK,Variante sin stock,Variante sin stock,"La tarjeta trajo la info child 127v, el item solo tiene disponible la variante 220v, por lo que se debía marcar como variante sin stock"
13 ene 2026,13970031,Netkel,ext_siosanch,null,HAMMER_DRILLS,MLA15739159,https://articulo.mercadolibre.com.ar/p/MLA15739159,MLA2472575914,https://articulo.mercadolibre.com.ar/MLA-2472575914,null,VOLTAGE: 220V - 230V,null,DESESTIMAR,"Kit no oficial, se valida en fuentes of que el accesorio ""Mecha Copa 65mm"" no es parte de el kit, se vende por separado.",ext_joatenci,OK,OK,,,
13 ene 2026,13971000,Netkel,ext_fltangor,null,DISHES_RACKS,MLM63028963,https://articulo.mercadolibre.com.mx/p/MLM63028963,MLM2430863721,https://articulo.mercadolibre.com.mx/MLM-2430863721,null,COLOR: Negro,MLM63028963,OPTIN_SAME_PDP,IMG_UPDATE_ADD TITLE_UPDATE DESCRIP_UPDATE,ext_joatenci,OK,OK,,,
13 ene 2026,13661712,Netkel,ext_flagusti,FAMILIA_YA_CREADA,WATER_HOSES,MLA25596309,https://articulo.mercadolibre.com.ar/p/MLA25596309,MLA1246672063,https://articulo.mercadolibre.com.ar/MLA-1246672063,null,"COLOR: Verde/ INTERNAL_HOSE_DIAMETER: 1/2""/ LENGTH: 20 m/ WATER_HOSE_DIAMETER: 1/2 """,MLA54923308,OPTIN_OTHER_PDP,"IMG_UPDATE, ATT_ADD_FAMILY, ATT_UPDATE_PARENT, DESCRIP_UPDATE",ext_joatenci,OK,OK,,,
13 ene 2026,13971367,Netkel,ext_agnovare,null,MAKEUP_ORGANIZERS,MLB58744262,https://produto.mercadolivre.com.br/p/MLB58744262,MLB5118328976,https://produto.mercadolivre.com.br/MLB-5118328976,null,COLOR: Cristal,null,OPTIN_SAME_PDP,DESCRIP_UPDATE,ext_joatenci,OK,NOT OK,,PDP sin calidad,Hay imagenes en el item que se debían sumar a la PDP
13 ene 2026,13970787,Netkel,ext_fltangor,null,VEHICLE_BATTERY_CHARGERS,MLB46001563,https://produto.mercadolivre.com.br/p/MLB46001563,MLB5345495386,https://produto.mercadolivre.com.br/MLB-5345495386,null,COLOR: Branco,MLB46001563,OPTIN_SAME_PDP,IMG_UPDATE_ADD TITLE_UPDATE DESCRIP_UPDATE MF_UPDATE,ext_joatenci,OK,NOT OK,,PDP sin calidad,"Se debía corregir la marca del producto, por gtin y PDP se observa que es Usina, mientras que línea debía quedar vacio"
13 ene 2026,13970925,Netkel,ext_flagusti,CREACION_VARIANTE,ELECTRIC_ENTRANCE_INTERCOMS,MLB22551998,https://produto.mercadolivre.com.br/p/MLB22551998,MLB2815436792,https://produto.mercadolivre.com.br/MLB-2815436792,null,COLOR: Prateado,MLB57784792,OPTIN_OTHER_PDP,"IMG_UPDATE, ATT_UPDATE_FAMILY",ext_joatenci,OK,OK,,,
13 ene 2026,13971387,Netkel,ext_agnovare,null,PLANNERS_AND_PERSONAL_DIARIES,MLM63259217,https://articulo.mercadolibre.com.mx/p/MLM63259217,MLM3327799092,https://articulo.mercadolibre.com.mx/MLM-3327799092,181465635068,COVER_COLOR: Negro,null,OPTIN_SAME_PDP,DESCRIP_UPDATE,ext_joatenci,OK,NOT OK,,PDP sin calidad,"Se debía corregir uno de los atributos de medida que quedó como 2 cm, cuando debe ser 21 cm."
13 ene 2026,13971065,Netkel,ext_flagusti,null,DIGITAL_CAMERAS,MLB19585571,https://produto.mercadolivre.com.br/p/MLB19585571,MLB5258345678,https://produto.mercadolivre.com.br/MLB-5258345678,null,COLOR: Preto,null,OPTIN_SAME_PDP,"DESCRIP_UPDATE, IMG_UPDATE",ext_joatenci,OK,OK,,,
13 ene 2026,13970441,Netkel,ext_siosanch,null,BOX_SPRING_AND_MATTRESS_KITS,MLB34234869,https://produto.mercadolivre.com.br/p/MLB34234869,MLB4339199335,https://produto.mercadolivre.com.br/MLB-4339199335,null,BOX_SPRING_SIZE: Casal/ COLOR: Multicolorido/ MAIN_BED_LENGTH: 188 cm/ MAIN_BED_WIDTH: 138 cm,null,DESESTIMAR,Kit no oficial,ext_lopmatia,OK,OK,,,
13 ene 2026,13971228,Netkel,ext_siosanch,null,MUSICAL_KEYBOARDS,MPE38411725,https://articulo.mercadolibre.com.pe/p/MPE38411725,MPE696972522,https://articulo.mercadolibre.com.pe/MPE-696972522,null,COLOR: Negro/ VOLTAGE: 220V,null,DESESTIMAR,Kit no oficial,ext_lopmatia,NOT OK,NOT OK,Crear variante,Motivo vs PDP,"Los productos son en su totalidad de yamaha y son accesorio para el teclado, podiamos avanzar la creación"
13 ene 2026,13971269,Netkel,ext_agfasson,CREACION_VARIANTE,AUTOMOTIVE_TIRES,MLM29537626,https://articulo.mercadolibre.com.mx/p/MLM29537626,MLM2467024711,https://articulo.mercadolibre.com.mx/MLM-2467024711,null,IS_RUN_FLAT: No/ LOAD_INDEX: 87/ SERVICE_TYPE: P/ SPEED_INDEX: H/ TIRES_NUMBER: 1/ UNITS_PER_PACK: 1,MLM29537628,OPTIN_OTHER_PDP,IMG_UPDATE/ATT_ADD_PARENT,ext_lopmatia,OK,OK,,,
13 ene 2026,13971452,Netkel,ext_jotrimar,null,SUPPLEMENTS,MLC50910620,https://articulo.mercadolibre.cl/p/MLC50910620,MLC1590629211,https://articulo.mercadolibre.cl/MLC-1590629211,null,FLAVOR: Chocolate Mousse Cream/ NET_VOLUME: 1 L/ NET_WEIGHT: 1 kg/ PACKAGING_TYPE: Bidón/ SALE_FORMAT: Unidad/ UNITS_PER_PACK: 1/ UNITS_PER_PACKAGE: 1/ UNIT_VOLUME: 1 L/ UNIT_WEIGHT: 1 kg,MLC50910624,ITEM_INDEFINIDED,El Shaker de regalo viene Modelo y color al azar,ext_lopmatia,OK,OK,,,
13 ene 2026,13971091,Netkel,ext_fltangor,null,BROCHURE_AND_MENU_HOLDERS,MLB27281718,https://produto.mercadolivre.com.br/p/MLB27281718,MLB2721755000,https://produto.mercadolivre.com.br/MLB-2721755000,null,COLOR: Transparente/ COMPARTMENTS_NUMBER: 1/ COMPARTMENTS_SIZE: A4/ DEPTH: 30 cm/ HEIGHT: 4 cm/ ORIENTATION: Horizontal/ SALE_FORMAT: Unidade/ UNITS_PER_PACK: 1/ WIDTH: 21 cm,MLB27281718,OPTIN_SAME_PDP,IMG_UPDATE_ADD TITLE_UPDATE DESCRIP_UPDATE MF_UPDATE,ext_lopmatia,OK,OK,,,
13 ene 2026,13971027,Netkel,ext_aiolmedo,null,LED_STRIPS,MLB38714919,https://produto.mercadolivre.com.br/p/MLB38714919,MLB3349279518,https://produto.mercadolivre.com.br/MLB-3349279518,null,LENGTH: 2 m/ LIGHT_COLOR: Branco/ OPERATING_VOLTAGE: 12V/ PROTECTION_DEGREE: IP20/ VOLTAGE: 127/220V,null,PAIN_APD,Formato de venta,ext_lopmatia,OK,OK,,,
13 ene 2026,13970401,Netkel,ext_agfasson,null,AFTERSHAVES,MLM64107783,https://articulo.mercadolibre.com.mx/p/MLM64107783,MLM3650259862,https://articulo.mercadolibre.com.mx/MLM-3650259862,null,SALE_FORMAT: Unidad/ UNITS_PER_PACK: 1/ UNIT_VOLUME: 90 mL,null,OPTIN_SAME_PDP,DESCRIP_UPDATE,ext_lopmatia,OK,OK,,,
13 ene 2026,13971080,Netkel,ext_namangas,null,STABILIZERS_AND_UPS,MLB38695610,https://produto.mercadolivre.com.br/p/MLB38695610,MLB5911608614,https://produto.mercadolivre.com.br/MLB-5911608614,null,COLOR: Preto/ INPUT_VOLTAGE: 110V/ INPUT_VOLTAGE_AC: 110V/ OUTPUT_VOLTAGE: 110V/ OUTPUT_VOLTAGE_AC: 110V,null,OPTIN_SAME_PDP,ATT_ADD_FAMILY/IMG_UPDATE,ext_lopmatia,OK,OK,,,
13 ene 2026,13970710,Netkel,ext_aiolmedo,null,CYCLING_COMPUTERS,MLB38227590,https://produto.mercadolivre.com.br/p/MLB38227590,MLB5265305252,https://produto.mercadolivre.com.br/MLB-5265305252,null,COLOR: Preto,null,PAIN_APD,Accesorios distintos con igual modelo,ext_lopmatia,OK,OK,,,
13 ene 2026,13970585,Netkel,ext_flagusti,CREACION_VARIANTE,TOOL_BOXES,MLM25434518,https://articulo.mercadolibre.com.mx/p/MLM25434518,MLM2266294531,https://articulo.mercadolibre.com.mx/MLM-2266294531,null,COLOR: Negro,MLM25434529,OPTIN_OTHER_PDP,IMG_UPDATE,ext_lopmatia,OK,OK,,,
13 ene 2026,13969949,Netkel,ext_aiolmedo,null,AIRSOFT_GUNS,MLM58822220,https://articulo.mercadolibre.com.mx/p/MLM58822220,MLM2441973048,https://articulo.mercadolibre.com.mx/MLM-2441973048,null,AIRSOFT_GUN_SPEED: 500 ft/s/ COLOR: Grafito,null,PAIN_APD,Accesorios distintos; PDP de catalogo con variantes de distintos accesorios,ext_lopmatia,OK,OK,,,
13 ene 2026,13970601,Netkel,ext_igjerez,null,BACKPACKS,MLB42130831,https://produto.mercadolivre.com.br/p/MLB42130831,MLB4260558785,https://produto.mercadolivre.com.br/MLB-4260558785,null,BACKPACK_CAPACITY: 21 L/ COLOR: Azul/ FABRIC_DESIGN: Stitch,null,DESESTIMAR,OD,ext_maminczu,OK,OK,,,
13 ene 2026,13970279,Netkel,ext_elgramug,null,GATE_MOTORS,MLB54394767,https://produto.mercadolivre.com.br/p/MLB54394767,MLB3968615553,https://produto.mercadolivre.com.br/MLB-3968615553,182839851644,VOLTAGE: 220V,null,OPTIN_SAME_PDP,ATT_ADD_FAMILY/IMG_ADD,ext_maminczu,OK,OK,,,
13 ene 2026,13971435,Netkel,ext_agfasson,CREACION_VARIANTE,CELLPHONES,MLA50911707,https://articulo.mercadolibre.com.ar/p/MLA50911707,MLA1623194003,https://articulo.mercadolibre.com.ar/MLA-1623194003,null,COLOR: Blanco/ INTERNAL_MEMORY: 256 GB/ RAM: 12 GB,MLA63634855,OPTIN_OTHER_PDP,ATT_ADD_FAMILY,ext_maminczu,OK,OK,,,
13 ene 2026,13971766,Netkel,ext_agnovare,null,WATER_DISPENSERS,MLB36861637,https://produto.mercadolivre.com.br/p/MLB36861637,MLB5414829234,https://produto.mercadolivre.com.br/MLB-5414829234,183790801776,COLOR: Prata/ VOLTAGE: 127V,null,OPTIN_SAME_PDP,IMG_UPDATE_ADD,ext_maminczu,OK,OK,,,
13 ene 2026,13971371,Netkel,ext_jotrimar,null,PEDAL_EXERCISERS,MLB42069124,https://produto.mercadolivre.com.br/p/MLB42069124,MLB3780864533,https://produto.mercadolivre.com.br/MLB-3780864533,null,COLOR: Branco,null,OPTIN_SAME_PDP,IMG_ADD,ext_maminczu,OK,OK,,,
13 ene 2026,13971031,Netkel,ext_agfasson,null,PLANNERS_AND_PERSONAL_DIARIES,MLB56622995,https://produto.mercadolivre.com.br/p/MLB56622995,MLB3842661943,https://produto.mercadolivre.com.br/MLB-3842661943,null,SALE_FORMAT: Kit/ UNITS_PER_PACK: 10,null,OPTIN_SAME_PDP,IMG_UPDATE/ATT_ADD_PARENT,ext_maminczu,OK,OK,,,
13 ene 2026,13971492,Netkel,ext_elgramug,null,FANS,MLM63620398,https://articulo.mercadolibre.com.mx/p/MLM63620398,MLM2616023694,https://articulo.mercadolibre.com.mx/MLM-2616023694,180311346183,BLADES_COLOR: Negro/ BLADES_MATERIAL: Metal/ BLADES_NUMBER: 3/ DIAMETER: 66 cm/ FREQUENCY: Frequency/ STRUCTURE_COLOR: Negro,null,OPTIN_SAME_PDP,Misma calidad,ext_maminczu,NOT OK,NOT OK,Hacer calidad,PDP sin calidad,Se podrian sumar las imagenes que muestra
13 ene 2026,13970586,Netkel,ext_elgramug,null,SUPPLEMENTS,MLA51970542,https://articulo.mercadolibre.com.ar/p/MLA51970542,MLA2150833172,https://articulo.mercadolibre.com.ar/MLA-2150833172,null,FLAVOR: Sin sabor/ PACKAGING_TYPE: Caja/ SALE_FORMAT: Unidad/ UNITS_PER_PACK: 1,null,OPTIN_SAME_PDP,IMG_ADD,ext_maminczu,OK,OK,,,
13 ene 2026,13661049,Netkel,ext_agnovare,FAMILIA_YA_CREADA,BATHROOM_ACCESSORIES_KITS,MLB46672563,https://produto.mercadolivre.com.br/p/MLB46672563,MLB5786030576,https://produto.mercadolivre.com.br/MLB-5786030576,null,COLOR: Preto,MLB64184869,OPTIN_OTHER_PDP,Creación y calidad integral,ext_maminczu,OK,OK,,,
13 ene 2026,13971497,Netkel,ext_toarruss,null,READY_TO_DRINK_COCKTAILS,MLM38468741,https://articulo.mercadolibre.com.mx/p/MLM38468741,MLM2167919049,https://articulo.mercadolibre.com.mx/MLM-2167919049,null,FLAVOR: Fresa con Fibra/ SALE_FORMAT: Pack/ UNITS_PER_PACK: 27,MLM38468741,OPTIN_SAME_PDP,Add_Images,ext_maminczu,OK,OK,,,
13 ene 2026,13970107,Netkel,ext_elgramug,null,PERFUMES,MLB42237314,https://produto.mercadolivre.com.br/p/MLB42237314,MLB4185254101,https://produto.mercadolivre.com.br/MLB-4185254101,null,IS_REFILLABLE: Não/ UNIT_VOLUME: 100 mL,null,OPTIN_SAME_PDP,TITTLE_UPDATE/IMG_ADD,ext_maminczu,OK,OK,,,
13 ene 2026,13971769,Netkel,ext_joastori,null,FANS,MLU63253993,https://articulo.mercadolibre.com.uy/p/MLU63253993,MLU982322114,https://articulo.mercadolibre.com.uy/MLU-982322114,null,BLADES_COLOR: CROMADA/ BLADES_MATERIAL: Aluminio/ BLADES_NUMBER: 5/ DIAMETER: 53 cm/ FREQUENCY: 50-60Hz/ STRUCTURE_COLOR: Negro/ VOLTAGE: 220V,null,ITEM_INDEFINIDED,Se contradice el color de las aspas en imagenes y atributos,ext_vitofalo,OK,OK,,,
13 ene 2026,13970585,Netkel,ext_aiolmedo,CREACION_VARIANTE,TOOL_BOXES,MLM25434518,https://articulo.mercadolibre.com.mx/p/MLM25434518,MLM1926676971,https://articulo.mercadolibre.com.mx/MLM-1926676971,null,COLOR: Negro,MLM25434529,OPTIN_OTHER_PDP,IMG_UPDATE,ext_vitofalo,OK,OK,,,
13 ene 2026,13660723,Netkel,ext_aiolmedo,null,DINING_CHAIRS,MLB45837740,https://produto.mercadolivre.com.br/p/MLB45837740,MLB5276141982,https://produto.mercadolivre.com.br/MLB-5276141982,null,CHAIRS_NUMBER_BY_SET: 5/ CHAIR_STRUCTURE_COLOR: Preto/ SEAT_COLOR: Preto,null,ITEM_INDEFINIDED,Marca (descripción/FT),ext_vitofalo,NOT OK,NOT OK,46303611,Motivo vs PDP,"El producto no es indefinido ya que no se contradice la marca, el valor Gruvyer es el modelo y elr esto de valores parecen ser consistentes"
13 ene 2026,13970585,Netkel,ext_agfasson,null,TOOL_BOXES,MLM25434518,https://articulo.mercadolibre.com.mx/p/MLM25434518,MLM3492283016,https://articulo.mercadolibre.com.mx/MLM-3492283016,null,COLOR: Negro,null,PAIN_APD,"Sin att ""formato de venta""",ext_vitofalo,OK,OK,,,
13 ene 2026,13971044,Netkel,ext_joastori,null,FOOD_STORAGE_CONTAINERS,MLB40377343,https://produto.mercadolivre.com.br/p/MLB40377343,MLB4100987179,https://produto.mercadolivre.com.br/MLB-4100987179,null,COLOR: Azul/ SALE_FORMAT: Kit/ UNITS_PER_PACK: 4/ UNITS_PER_PACKAGE: 4/ VOLUME_CAPACITY: 640 mL,null,ITEM_INDEFINIDED,Se ven contradicciones de color en imagenes. Se contradice modelo en atts. y descripcion,ext_vitofalo,OK,OK,,,Hay contradicciones con marca ya que en imagenes y descripcion se ven diferentes
13 ene 2026,13970212,Netkel,ext_joastori,null,ARTISTIC_ENAMELS,MLB38853948,https://produto.mercadolivre.com.br/p/MLB38853948,MLB5046112000,https://produto.mercadolivre.com.br/MLB-5046112000,null,COLOR: Natural/ NET_VOLUME: 3.6 L/ SALE_FORMAT: Unidade/ UNITS_PER_PACK: 1/ UNIT_VOLUME: 3.6 L,MLB48907412,OPTIN_OTHER_PDP,IMG_UPDATE,ext_vitofalo,OK,OK,,,
13 ene 2026,13970859,Netkel,ext_namangas,null,SUPPLEMENTS,MLB19742446,https://produto.mercadolivre.com.br/p/MLB19742446,MLB5970415426,https://produto.mercadolivre.com.br/MLB-5970415426,null,FLAVOR: Chocolate/ NET_WEIGHT: 900 g/ PACKAGING_TYPE: Pote/ SALE_FORMAT: Unidade/ UNITS_PER_PACK: 1/ UNIT_WEIGHT: 900 g,null,OPTIN_SAME_PDP,ATT_ADD_PARENT/ATT_ADD_FAMILY,ext_vitofalo,OK,OK,,,
14 ene 2026,13972517,Netkel,ext_matiam,null,CUTTING_PLOTTERS,MLB55874922,https://produto.mercadolivre.com.br/p/MLB55874922,MLB3964881289,https://produto.mercadolivre.com.br/MLB-3964881289,null,COLOR: Branco/ VOLTAGE: Bivolt,null,OPTIN_SAME_PDP,IMG_UPDATE,ext_joatenci,OK,OK,,,
